age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,Income over 50k? 0=no 1=yes
39,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,0
33,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,49,0
42,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,32,0
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,25,0
29,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,42,1
27,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,60,0
43,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,White,Male,35,0
23,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
40,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,44,0
35,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,61,1
30,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,40,0
59,Private,11th,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,0
28,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
79,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,0
43,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,35,1
54,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,62,0
34,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,65,0
18,Private,11th,Never-married,Prof-specialty,Other-relative,White,Male,3,0
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,35,0
48,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,1
29,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,0
41,Private,11th,Divorced,Handlers-cleaners,Unmarried,White,Female,40,0
41,Private,9th,Separated,Other-service,Not-in-family,White,Male,40,0
34,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,0
49,Self-emp-not-inc,Assoc-acdm,Divorced,Sales,Not-in-family,White,Male,50,0
49,Private,HS-grad,Separated,Sales,Unmarried,White,Male,50,0
30,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,0
62,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
41,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,0
20,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,0
61,Private,Preschool,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,0
30,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,60,0
29,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,55,0
44,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
62,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Female,40,0
57,Private,Some-college,Widowed,Machine-op-inspct,Unmarried,White,Female,40,0
35,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,0
26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,0
60,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,0
22,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
62,Local-gov,Masters,Separated,Prof-specialty,Not-in-family,White,Female,50,0
26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,0
26,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20,0
32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
66,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,0
24,Private,Preschool,Never-married,Machine-op-inspct,Own-child,White,Female,30,0
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,25,0
54,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
37,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
34,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,25,0
35,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,15,0
42,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
47,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,1
29,Self-emp-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,80,0
34,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,40,0
38,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,1
62,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,Black,Male,40,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
47,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
22,Private,Assoc-voc,Never-married,Priv-house-serv,Not-in-family,White,Female,30,0
60,Self-emp-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
63,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
30,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,60,0
50,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,10,0
33,Private,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
59,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,0
17,Private,11th,Never-married,Other-service,Own-child,White,Male,20,0
47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,1
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
32,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Wife,White,Female,40,1
55,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
36,State-gov,Some-college,Never-married,Tech-support,Unmarried,Black,Female,40,0
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
32,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,45,1
52,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
39,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,Black,Female,28,0
39,Federal-gov,HS-grad,Never-married,Exec-managerial,Unmarried,White,Female,45,0
59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
55,Federal-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Male,40,0
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,0
30,Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,40,0
47,Federal-gov,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,0
31,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,40,0
32,Self-emp-not-inc,Bachelors,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,47,0
33,Private,Assoc-voc,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,0
31,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,0
32,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
46,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,White,Male,35,0
29,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,White,Female,20,0
41,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,0
39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,1
23,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Male,24,0
53,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,65,1
45,Self-emp-not-inc,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,0
47,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,0
38,Self-emp-inc,HS-grad,Divorced,Sales,Unmarried,White,Male,55,0
26,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,70,0
18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,20,0
43,Private,10th,Separated,Other-service,Not-in-family,Black,Female,40,0
26,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,32,0
47,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
26,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,65,1
58,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
55,Self-emp-not-inc,7th-8th,Never-married,Other-service,Other-relative,White,Female,60,0
40,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,55,0
33,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,0
74,Self-emp-not-inc,Doctorate,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,25,1
49,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,55,0
56,Self-emp-not-inc,11th,Widowed,Other-service,Unmarried,White,Female,65,1
25,Private,Assoc-acdm,Never-married,Machine-op-inspct,Own-child,Black,Male,48,0
57,Private,12th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,0
29,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,0
40,Private,Some-college,Never-married,Sales,Unmarried,Black,Female,45,0
28,Private,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,40,0
20,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,10,0
19,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Male,30,0
24,Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,30,0
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,0
28,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,35,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
23,Federal-gov,Some-college,Never-married,Sales,Not-in-family,White,Female,35,0
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,1
33,Private,12th,Never-married,Craft-repair,Own-child,Black,Male,40,0
34,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,50,0
47,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,50,0
45,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,Other,Male,40,0
35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,0
59,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,50,1
46,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0
23,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Male,40,0
25,Private,Assoc-acdm,Never-married,Adm-clerical,Unmarried,White,Female,40,0
37,Private,1st-4th,Never-married,Other-service,Not-in-family,White,Male,40,0
25,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48,0
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,1
34,Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,0
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
33,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,0
31,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,43,1
61,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,25,0
22,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
29,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,0
37,Private,HS-grad,Separated,Craft-repair,Other-relative,Black,Male,40,0
35,Private,11th,Divorced,Machine-op-inspct,Unmarried,White,Female,40,0
18,Private,11th,Never-married,Transport-moving,Own-child,White,Male,20,0
37,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,48,0
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,1
47,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
25,Self-emp-inc,Some-college,Divorced,Adm-clerical,Own-child,White,Female,50,0
50,State-gov,HS-grad,Widowed,Tech-support,Unmarried,Black,Female,40,0
18,Private,12th,Never-married,Handlers-cleaners,Own-child,Black,Male,20,0
25,Private,9th,Never-married,Craft-repair,Not-in-family,White,Male,40,0
23,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
37,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,0
27,Private,5th-6th,Never-married,Craft-repair,Own-child,White,Male,40,0
19,Private,11th,Never-married,Sales,Own-child,White,Female,25,0
52,Local-gov,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
25,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,Female,45,0
21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0
41,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,0
24,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
41,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,1
23,Private,Some-college,Never-married,Sales,Own-child,White,Female,35,0
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,0
29,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,45,1
50,State-gov,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,0
37,Self-emp-inc,11th,Married-spouse-absent,Sales,Not-in-family,White,Male,60,0
19,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,10,0
40,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,0
65,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,20,0
44,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,48,0
32,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,45,0
41,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,65,1
28,Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,0
39,Local-gov,Assoc-acdm,Divorced,Other-service,Unmarried,White,Female,55,0
59,Private,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,0
31,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
34,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0
20,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
52,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,1
31,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,44,0
39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,0
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
44,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,32,1
28,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,65,0
17,Private,11th,Never-married,Sales,Own-child,White,Female,15,0
23,Private,Bachelors,Never-married,Sales,Own-child,White,Female,60,0
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,20,0
30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
44,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
43,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,40,0
41,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,0
34,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,0
23,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,45,0
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,0
24,Private,Assoc-acdm,Never-married,Exec-managerial,Own-child,White,Male,40,0
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,24,1
24,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,0
53,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,56,1
24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,0
45,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,1
31,Private,11th,Divorced,Farming-fishing,Not-in-family,White,Male,50,0
38,Local-gov,Some-college,Widowed,Transport-moving,Not-in-family,Black,Female,47,0
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,1
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
25,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,0
29,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,40,0
29,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,50,0
48,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
24,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,0
31,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,30,0
36,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,45,0
